-1.614673	-0.129902	2
-0.481515	-0.943837	2
8.762456	8.767782	1
9.065301	10.145479	1
5.766868	5.580126	1
15.348458	16.862021	0
13.533088	13.996517	0
2.009363	2.313757	2
0.293295	0.864847	2
0.899345	1.230437	2
0.549993	0.017340	2
0.889540	0.027874	2
15.101902	14.232726	0
9.159092	9.386402	1
1.586677	0.205610	2
-0.321491	0.061903	2
9.419767	7.765422	1
10.439695	10.497712	1
9.192605	8.248793	1
17.009378	17.055129	0
-0.801611	-0.191254	2
8.988366	6.396153	1
-0.083857	-0.833663	2
15.586449	15.175730	0
0.266387	2.716449	2
-0.788989	0.100331	2
0.688807	0.187188	2
-1.648533	-1.597091	2
16.462330	16.189724	0
-0.936677	-1.520085	2
0.147689	-0.669253	2
7.248271	6.890915	1
0.110766	0.624765	2
14.884923	16.122306	0
-1.133748	-1.407090	2
0.236539	0.821611	2
9.469000	8.841657	1
14.382418	14.091107	0
-0.984564	-0.418281	2
10.836973	12.471276	1
8.050291	7.800936	1
-0.428314	-0.731558	2
18.691770	19.032948	0
1.737454	1.777507	2
6.154766	3.953810	1
7.618559	8.749697	1
7.725911	8.825950	1
6.297285	5.351901	1
7.876285	9.952407	1
9.088671	10.396304	1
6.287043	5.091933	1
8.517437	8.161340	1
0.956808	0.948984	2
6.727427	6.831127	1
15.730367	14.785021	0
0.493080	0.440736	2
8.057099	7.338069	1
8.311779	7.412915	1
15.979392	16.642391	0
8.082322	7.884057	1
8.278964	8.625258	1
8.635716	7.560041	1
15.407113	14.339203	0
-1.116687	-2.891171	2
-1.289706	-1.330488	2
8.321489	8.861374	1
1.696367	2.948285	2
7.653147	6.364254	1
8.193434	7.892535	1
7.567113	7.662546	1
17.802131	16.450185	0
1.330123	1.839524	2
9.981166	11.826542	1
-1.907379	-0.780516	2
0.226160	-0.540527	2
9.458899	10.712672	1
8.512680	7.278854	1
8.130344	7.446370	1
9.160895	8.856436	1
0.053770	-0.894108	2
9.677629	10.398075	1
7.728962	8.416225	1
15.608808	14.709392	0
15.588409	17.017770	0
7.281705	6.998790	1
15.045711	16.034055	0
7.580879	4.719131	1
1.182748	1.651536	2
8.659048	9.722036	1
9.371753	9.235104	1
16.423822	16.741193	0
-0.385071	-2.274028	2
8.806611	9.612507	1
-0.858415	-1.258735	2
6.789765	5.714632	1
16.014843	16.225947	0
0.297090	1.740045	2
-0.744233	-0.911422	2
0.053522	-0.069378	2
6.598813	7.597951	1
16.919197	18.038995	0
15.444446	15.797037	0
8.629437	8.777875	1
-0.396590	-0.130165	2
10.282680	9.314783	1
9.877786	10.475453	1
1.690577	0.925228	2
7.395246	7.409297	1
-1.366664	-2.531293	2
8.536473	9.078054	1
16.835309	17.456485	0
16.323335	15.900355	0
16.725309	16.243119	0
17.508790	16.213168	0
15.114057	17.676800	0
15.770442	15.185036	0
0.077339	-1.226461	2
15.660044	15.030380	0
8.230761	8.352086	1
7.460081	8.674359	1
15.090373	13.715797	0
0.074964	-1.985951	2
15.263882	14.614307	0
8.100066	6.522463	1
1.076461	1.255699	2
7.887476	7.620365	1
7.673071	8.197916	1
7.273426	8.400405	1
15.836152	17.172447	0
