9.333665	11.361112
9.212092	9.451598
11.123752	10.622318
9.685284	8.687788
8.373640	10.641460
8.947712	7.359395
8.599418	7.789766
7.518764	8.254139
8.770730	9.806773
7.228214	6.581372
8.775555	7.974626
7.795996	6.923599
9.599055	9.984214
8.833651	9.431680
8.121442	8.377572
10.791035	10.434910
9.864609	9.388507
9.628167	10.034283
8.740781	6.837863
9.048904	9.845723
8.776780	9.436017
10.258433	10.308959
10.044594	10.337176
8.855798	8.239708
10.973841	10.758134
7.618286	7.391544
7.878276	7.828700
10.460189	11.900571
7.829859	7.405006
9.385647	7.640261
8.512735	9.092728
9.668782	8.070882
10.653573	11.253563
9.599467	9.479792
8.594342	8.880962
7.820527	9.187830
9.337592	9.230302
8.320480	8.415097
10.425377	9.638809
8.912568	10.643096
9.064938	7.538654
9.307073	9.627676
8.506694	6.626499
7.812948	6.772415
10.483358	9.613288
9.365227	11.558042
7.676791	7.272916
8.618283	9.275430
9.853751	10.015854
7.067566	6.783459
10.190225	9.668173
9.352695	7.661316
8.691964	10.327147
7.877104	7.316633
8.546275	9.570543
7.781499	9.415404
8.246730	7.031748
8.711086	7.368888
9.950416	8.592120
9.407210	9.510561
8.700168	9.060537
9.283163	9.049410
8.820944	7.731299
7.381495	6.276128
9.374764	8.229629
8.851496	9.151508
11.538241	9.855084
9.419060	8.990374
6.823638	6.592074
6.996364	7.076999
8.542976	7.738074
8.633754	8.387075
8.891224	8.380954
8.471234	8.167227
7.373790	5.663996
10.629466	10.015852
9.183886	9.470877
8.277360	8.725352
9.579614	10.105136
10.628013	10.335124
10.442917	11.288939
8.397386	8.814433
8.710325	9.421667
9.375447	9.430421
9.178874	9.331741
9.197122	10.145670
9.577384	10.482993
8.995612	9.503335
10.781509	10.585450
9.033235	9.819457
10.209931	8.661939
8.781725	6.673334
9.669277	7.766932
11.223716	11.229388
8.998598	8.719057
9.266366	8.327933
9.359295	10.265737
10.688591	11.285780
8.481607	7.958698
9.082509	7.409296
9.975294	11.184893
10.112205	9.101633
10.467630	10.293806
9.140038	10.290150
8.650295	9.400809
9.344863	10.243394
8.292134	8.800166
8.381183	8.415706
7.297414	6.293968
8.112724	8.325969
8.962906	7.324604
8.027205	7.131658
8.817310	9.750595
9.348949	9.732541
6.595301	7.013160
8.136469	8.756801
9.913085	10.797162
9.487892	11.249834
